15-09-2019 16:44	Alex	1-3-(5-10)	3.0
15-09-2019 16:44	Alex	2*(11-(5-3))/6	3.0
15-09-2019 16:45	Alex	1+1	2.0
15-09-2019 16:45	Alex	1-5+2.5	-1.5
15-09-2019 16:45	Alex	1+2*5	11.0
15-09-2019 16:45	Alex	1-3-(5-10)	3.0
15-09-2019 16:45	Alex	2*(11-(5-3))/6	3.0
15-09-2019 16:49	Alex	-1+2	1.0
15-09-2019 16:50	Alex	1+3	4.0
15-09-2019 16:51	Alex	1+1	2.0
15-09-2019 16:51	Alex	1-5+2.5	-2.5
15-09-2019 16:51	Alex	1+2*5	11.0
15-09-2019 16:51	Alex	1-3-(5-10)	15.0
15-09-2019 16:51	Alex	2*(11-(5-3))/6	14.666666666666666
15-09-2019 16:51	Alex	4/(3-3)	-1.0
15-09-2019 16:52	Alex	1+1	2.0
15-09-2019 16:52	Alex	1-5+2.5	-1.5
15-09-2019 16:52	Alex	1+2*5	11.0
15-09-2019 16:52	Alex	1-3-(5-10)	3.0
15-09-2019 16:52	Alex	2*(11-(5-3))/6	3.0
15-09-2019 16:58	Alex	1+1	2.0
15-09-2019 16:58	Alex	1-5+2.5	-1.5
15-09-2019 16:58	Alex	1+2*5	11.0
15-09-2019 16:58	Alex	1-3-(5-10)	3.0
15-09-2019 16:58	Alex	2*(11-(5-3))/6	3.0
15-09-2019 17:51	Alex	1+1	2.0
15-09-2019 17:52	Alex	1+2*3	7.0
15-09-2019 17:59	Vit	1-(1-5)	5.0
